Province_State,Last_Update,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio,Testing_Rate,Date
North Carolina,2021-04-17 04:31:07,943693,12387,8997.763557195003,1.3126090794357912,1.132232064502916e-05,2021-04-16
North Dakota,2021-04-17 04:31:07,105488,1509,13851.497647173064,1.429559384976837,196050.19014200947,2021-04-16
Northern Mariana Islands,2021-04-17 04:31:07,162,2,293.7762947918178,1.2345679012345678,31811.25779776585,2021-04-16
Ohio,2021-04-17 04:31:07,1050112,19560,8983.685655867432,1.8629441431009264,1.2363418056137773e-05,2021-04-16
Oklahoma,2021-04-17 04:31:07,444863,6697,11242.513528656136,1.5054072826915252,98594.65737808036,2021-04-16
Oregon,2021-04-17 04:31:07,173626,2457,4116.567723402384,1.415110640111504,104603.53502363946,2021-04-16
Pennsylvania,2021-04-17 04:31:07,1109707,25634,8668.238974428114,2.3099791206147207,96490.20163976082,2021-04-16
Puerto Rico,2021-04-17 04:31:07,120571,2194,3775.2834178853705,1.8196747144835823,61429.86773310154,2021-04-16
Rhode Island,2021-04-17 04:31:07,144149,2647,13607.165074039916,1.8362943898327424,357299.91947976185,2021-04-16
South Carolina,2021-04-17 04:31:07,567277,9309,11017.83862921887,1.6409972553091348,114363.60613543498,2021-04-16
South Dakota,2021-04-17 04:31:07,120856,1952,13661.309046762652,1.61514529688224,8.594972752213e-06,2021-04-16
Tennessee,2021-04-17 04:31:07,827592,11998,12125.946710392796,1.452236560230503,108762.91920516302,2021-04-16
Texas,2021-04-17 04:31:07,2886753,49462,9947.23353982588,1.7165414826813412,76353.29652511679,2021-04-16
Utah,2021-04-17 04:31:07,392096,2164,12230.228842673549,0.5519056557577736,99383.95949042376,2021-04-16
Vermont,2021-04-17 04:31:07,21803,242,3494.1321080980592,1.1099389992202908,233914.2196416924,2021-04-16
Virgin Islands,2021-04-17 04:31:07,3028,26,2822.836260580975,0.8586525759577279,86279.22586419062,2021-04-16
Virginia,2021-04-17 04:31:07,643220,10549,7535.804208273686,1.6400298498181027,79259.46858064519,2021-04-16
Washington,2021-04-17 04:31:07,383894,5380,5041.357770883977,1.4014285193308569,81553.10915071295,2021-04-16
West Virginia,2021-04-17 04:31:07,148071,2777,8262.21286535089,1.875451641442281,145795.51788999452,2021-04-16
Wisconsin,2021-04-17 04:31:07,650081,7412,11165.107238656548,1.1401656101316606,1.3699068121682444e-05,2021-04-16
Wyoming,2021-04-17 04:31:07,57267,703,9894.792132822124,1.2275830757678945,122110.93045637304,2021-04-16
Alabama,2022-04-17 04:32:15,1297869,19502,26469.91700292769,1.5026169821453474,NULL,2022-04-16
Alaska,2022-04-17 04:32:15,249978,1235,34171.24032014435,0.4940434758258727,NULL,2022-04-16
American Samoa,2022-04-17 04:32:15,5536,18,9949.497672579571,0.3251445086705202,NULL,2022-04-16
Arizona,2022-04-17 04:32:15,2016797,29823,27708.13867334037,1.4787308787151112,262106.3712189937,2022-04-16
Arkansas,2022-04-17 04:32:15,834200,11339,27642.61694927835,1.359266362982498,168867.4612400275,2022-04-16
California,2022-04-17 04:32:15,9155440,89496,23177.01790658552,0.979170113199141,400361.495732599,2022-04-16
Colorado,2022-04-17 04:32:15,1428134,12501,23707.12948119171,0.8806568265736714,299060.2798947547,2022-04-16
Connecticut,2022-04-17 04:32:15,745652,10813,20914.220930881584,1.4501402799161005,387247.3660605725,2022-04-16
Delaware,2022-04-17 04:32:15,260041,2894,26704.725169548263,1.1129014270826525,3.342826393253396e-05,2022-04-16
Diamond Princess,2022-04-17 04:32:15,49,0,NULL,0.0,NULL,2022-04-16
District of Columbia,2022-04-17 04:32:15,139772,1333,19804.774785369867,0.9536960192313196,NULL,2022-04-16
Florida,2022-04-17 04:32:15,5906352,73689,27499.8804576106,1.247622898195028,262767.3204118292,2022-04-16
Georgia,2022-04-17 04:32:15,2506634,37523,23608.68545973915,1.4969476995843831,166681.6703073806,2022-04-16
Grand Princess,2022-04-17 04:32:15,103,3,NULL,2.912621359223301,NULL,2022-04-16
Guam,2022-04-17 04:32:15,47725,354,29060.03202844808,0.7417496071241487,232537.4933781488,2022-04-16
Hawaii,2022-04-17 04:32:15,243299,1390,17183.686095918274,0.5713134866974381,264192.0314830719,2022-04-16
Idaho,2022-04-17 04:32:15,445040,4913,24903.403065920946,1.1039457127449217,68053.54030211548,2022-04-16
Illinois,2022-04-17 04:32:15,3094495,37815,24420.20764024365,1.1615179908773188,456903.9682615466,2022-04-16
Indiana,2022-04-17 04:32:15,1693565,23509,25156.11865864732,1.3881368592289047,2.880512502638432e-05,2022-04-16
Iowa,2022-04-17 04:32:15,760781,9475,24112.96738265712,1.2454306824171475,NULL,2022-04-16
Kansas,2022-04-17 04:32:15,772487,8524,26487.0865275765,1.1016624074064474,NULL,2022-04-16
Kentucky,2022-04-17 04:32:15,1322124,15274,29593.123758162244,1.1552622900726406,NULL,2022-04-16
Louisiana,2022-04-17 04:32:15,1234650,17194,25175.60468370937,1.4691181019206023,285717.90877375944,2022-04-16
Maine,2022-04-17 04:32:15,240086,2276,17860.724350028122,0.947993635613905,305015.7266859692,2022-04-16
Maryland,2022-04-17 04:32:15,1019487,14398,16863.06585859655,1.4122789206728483,3.292252484418626e-05,2022-04-16
Massachusetts,2022-04-17 04:32:15,1724369,20176,25018.03771431075,1.1700511897395511,6.248550490293585e-05,2022-04-16
Michigan,2022-04-17 04:32:15,2400990,35857,24041.49774048032,1.4934256285948713,2.3717738223346944e-05,2022-04-16
Minnesota,2022-04-17 04:32:15,1437638,12714,25491.69874913824,0.8843672746546767,NULL,2022-04-16
Mississippi,2022-04-17 04:32:15,796348,12422,26757.665694829127,1.5598708102487857,NULL,2022-04-16
Missouri,2022-04-17 04:32:15,1423564,20406,23114.14488284017,1.4233611116202152,160543.37419518403,2022-04-16
Montana,2022-04-17 04:32:15,273114,3260,25553.85683462796,1.1936407507487716,263273.7575062361,2022-04-16
Nebraska,2022-04-17 04:32:15,478480,4191,24735.216148816588,0.8758986791506437,281132.2120255913,2022-04-16
Nevada,2022-04-17 04:32:15,715498,10501,23022.21056336108,1.4808495036101084,NULL,2022-04-16
New Hampshire,2022-04-17 04:32:15,305411,2464,22461.464237621083,0.8067816810789395,272716.4816641184,2022-04-16
New Jersey,2022-04-17 04:32:15,2228327,33337,25087.58538153316,1.4960551121985235,201046.17217150272,2022-04-16
New Mexico,2022-04-17 04:32:15,519833,7410,24791.38737588997,1.4254577912521906,328834.20631820714,2022-04-16
New York,2022-04-17 04:32:15,5074112,68114,26083.203995402186,1.3423826671543708,546732.1587034888,2022-04-16
North Carolina,2022-04-17 04:32:15,2639241,23334,25164.18632802712,0.8841178202369545,2.554154314553545e-05,2022-04-16
North Dakota,2022-04-17 04:32:15,240159,2257,31543.62768383675,0.9389222154737044,NULL,2022-04-16
Northern Mariana Islands,2022-04-17 04:32:15,11203,34,20315.90018859713,0.3034901365705614,NULL,2022-04-16
Ohio,2022-04-17 04:32:15,2681437,38580,22939.63607121164,1.4270706341413204,2.594338058533164e-05,2022-04-16
Oklahoma,2022-04-17 04:32:15,1037729,15736,26225.33751195043,1.5163881899802356,NULL,2022-04-16
Oregon,2022-04-17 04:32:15,709586,7443,16823.85601567855,1.048921483794776,260596.0494928916,2022-04-16
Pennsylvania,2022-04-17 04:32:15,2796875,44488,21847.19108882221,1.5906324022346368,196325.9771587056,2022-04-16
Puerto Rico,2022-04-17 04:32:15,491385,4184,15386.101486241325,0.8514708426183135,124755.15813349682,2022-04-16
Rhode Island,2022-04-17 04:32:15,365880,3527,34537.80156150736,0.9639772603039248,728371.6315779041,2022-04-16
South Carolina,2022-04-17 04:32:15,1470597,17698,28562.413837707823,1.2034568273973087,249053.9967844397,2022-04-16
South Dakota,2022-04-17 04:32:15,237370,2898,26831.807510012328,1.2208787968150987,1.4751842235256748e-05,2022-04-16
Tennessee,2022-04-17 04:32:15,2022939,26094,29648.13899894775,1.2895097255278871,187810.19490790548,2022-04-16
Texas,2022-04-17 04:32:15,6768140,87639,23399.9511861702,1.2941593999253058,165523.19965722028,2022-04-16
Utah,2022-04-17 04:32:15,929361,4736,28988.558178241885,0.5095974545951466,187253.7631497356,2022-04-16
Vermont,2022-04-17 04:32:15,119613,623,19169.08791661392,0.5208463962947172,564505.7845570996,2022-04-16
Virgin Islands,2022-04-17 04:32:15,15882,111,14805.906700973264,0.6989044200982244,330897.3785285453,2022-04-16
Virginia,2022-04-17 04:32:15,1683267,20022,19720.73402917854,1.189472614861457,155905.70415226067,2022-04-16
Washington,2022-04-17 04:32:15,1474548,12619,19364.00156903058,0.8557876718831805,NULL,2022-04-16
West Virginia,2022-04-17 04:32:15,498890,6794,27837.56020013984,1.3618232476096934,339991.2507177145,2022-04-16
Wisconsin,2022-04-17 04:32:15,1594940,14390,27393.01123894233,0.9022282969892284,2.7317717985296183e-05,2022-04-16
Wyoming,2022-04-17 04:32:15,156258,1801,26998.802610412968,1.152580987853422,241731.3596851193,2022-04-16
Alabama,2020-04-17 23:30:52,4557,148,92.93958926697648,NULL,NULL,2020-04-17
Alaska,2020-04-17 23:30:52,309,9,42.23937010026725,NULL,1580.9311266099985,2020-04-17
American Samoa,NULL,0,0,0.0,NULL,5.3917075537822825,2020-04-17
Arizona,2020-04-17 23:30:52,4511,169,61.975207993386746,NULL,676.3554620958611,2020-04-17
Arkansas,2020-04-17 23:30:52,1695,37,56.16666953851211,NULL,907.445152174929,2020-04-17
California,2020-04-17 23:30:52,29293,1023,74.13655263081503,NULL,660.0589360196814,2020-04-17
Colorado,2020-04-17 23:30:52,14027,954,150.91853490071432,NULL,738.1574087586797,2020-04-17
Connecticut,2020-04-17 23:30:52,16809,1036,471.46274619687,NULL,1555.611091056625,2020-04-17
Delaware,2020-04-17 23:30:52,2317,77,237.94266372550229,NULL,2.260506652535933e-07,2020-04-17
Diamond Princess,2020-04-17 23:30:52,49,0,NULL,NULL,NULL,2020-04-17
District of Columbia,2020-04-17 23:30:52,2476,86,350.832944857166,NULL,1791.4300976692846,2020-04-17
Florida,2020-04-17 23:30:52,24759,725,115.27750805403754,NULL,1873.03252665772,2020-04-17
Georgia,2020-04-17 23:30:52,17194,650,161.94136750509043,NULL,706.9851222849336,2020-04-17
Grand Princess,2020-04-17 23:30:52,103,0,NULL,NULL,NULL,2020-04-17
Guam,2020-04-17 23:30:52,136,5,82.81119656089972,NULL,655.1827022024124,2020-04-17
Hawaii,2020-04-17 23:30:52,541,9,38.20966867061429,NULL,1543.8067617563672,2020-04-17
Idaho,2020-04-17 23:30:52,1609,41,90.03589684762446,NULL,1004.845088193272,2020-04-17
Illinois,2020-04-17 23:30:52,27578,1132,217.6324933882825,NULL,1109.1244773511964,2020-04-17
Indiana,2020-04-17 23:30:52,10154,637,150.8269413101386,NULL,1.0793320894641129e-07,2020-04-17
Iowa,2020-04-17 23:30:52,2332,64,73.91278164985246,NULL,831.5294349285863,2020-04-17
Kansas,2020-04-17 23:30:52,1730,84,59.38254510155788,NULL,693.0934251060493,2020-04-17
Kentucky,2020-04-17 23:30:52,2522,137,56.44996847352078,NULL,868.9560929897236,2020-04-17
Louisiana,2020-04-17 23:30:52,23118,1213,497.290264959041,NULL,2870.988974751516,2020-04-17
Maine,2020-04-17 23:30:52,827,29,61.52303356910964,NULL,1269.4142960087086,2020-04-17
Maryland,2020-04-17 23:30:52,11572,334,191.4094030779003,NULL,1.14915112940149e-07,2020-04-17
Massachusetts,2020-04-17 23:30:52,34402,1245,499.1220170669494,NULL,2.817757206634513e-07,2020-04-17
Michigan,2020-04-17 23:30:52,30023,2227,300.62511158415504,NULL,1.2266822284528558e-07,2020-04-17
Minnesota,2020-04-17 23:30:52,2070,111,36.704522564592864,NULL,870.3824928039243,2020-04-17
Mississippi,2020-04-17 23:30:52,3793,140,127.44657609548446,NULL,1332.6858261553757,2020-04-17
Missouri,2020-04-17 23:30:52,5469,186,89.10898832540276,NULL,882.624598597549,2020-04-17
Montana,2020-04-17 23:30:52,422,8,39.48434567328295,NULL,958.4778129789348,2020-04-17
Nebraska,2020-04-17 23:30:52,1066,24,55.10729897725816,NULL,859.1254543451922,2020-04-17
Nevada,2020-04-17 23:30:52,3524,142,114.40978963403153,NULL,986.5757150950196,2020-04-17
New Hampshire,2020-04-17 23:30:52,1287,37,94.65246659032692,NULL,982.7823706655312,2020-04-17
New Jersey,2020-04-17 23:30:52,78467,3840,883.4195170335244,NULL,1772.6371536749382,2020-04-17
New Mexico,2020-04-17 23:30:52,1597,44,76.16262461078132,NULL,2068.204947068514,2020-04-17
New York,2020-04-17 23:30:52,230597,17131,1185.3716653727304,NULL,2946.622471844615,2020-04-17
North Carolina,2020-04-17 23:30:52,6045,177,57.636838148893546,NULL,NULL,2020-04-17
North Dakota,2020-04-17 23:30:52,528,9,51.57060711595644,NULL,2035.229824972214,2020-04-17
Northern Mariana Islands,2020-04-17 23:30:52,13,2,23.574640940084144,NULL,99.7388655157406,2020-04-17
Ohio,2020-04-17 23:30:52,9107,552,77.91018983497446,NULL,7.549084189544108e-08,2020-04-17
Oklahoma,2020-04-17 23:30:52,2465,136,62.29512422507013,NULL,919.1734328803813,2020-04-17
Oregon,2020-04-17 23:30:52,1785,70,42.32127323254153,NULL,906.4219927058996,2020-04-17
Pennsylvania,2020-04-17 23:30:52,29855,960,233.2059494817563,NULL,1170.7887596716012,2020-04-17
Puerto Rico,2020-04-17 23:30:52,1068,58,33.44089947252304,NULL,477.6913505176138,2020-04-17
Recovered,NULL,0,0,NULL,NULL,NULL,2020-04-17
Rhode Island,2020-04-17 23:30:52,4177,160,394.2942962786057,NULL,2903.731589137225,2020-04-17
South Carolina,2020-04-17 23:30:52,4099,116,79.61211284992719,NULL,719.9242059732439,2020-04-17
South Dakota,2020-04-17 23:30:52,1411,7,159.49648395596495,NULL,1.272580734497699e-07,2020-04-17
Tennessee,2020-04-17 23:30:52,6661,142,97.53741814163764,NULL,1329.3822370356177,2020-04-17
Texas,2020-04-17 23:30:52,13067,488,44.94431467697084,NULL,737.6081709805117,2020-04-17
Utah,2020-04-17 23:30:52,2793,23,87.11904522766673,NULL,1946.0326698726608,2020-04-17
Vermont,2020-04-17 23:30:52,779,35,124.84194432914684,NULL,1984.307007473088,2020-04-17
Virgin Islands,2020-04-17 23:30:52,51,2,47.5444680613044,NULL,395.2716560390797,2020-04-17
Virginia,2020-04-17 23:30:52,7491,231,87.76267734861817,NULL,619.6480942125119,2020-04-17
Washington,2020-04-17 23:30:52,11517,649,151.24309691547865,NULL,1707.4197787560156,2020-04-17
West Virginia,2020-04-17 23:30:52,775,16,43.24422047968163,NULL,1412.0202751629254,2020-04-17
Wisconsin,2020-04-17 23:30:52,4053,206,69.61006342021223,NULL,8.584554157247639e-08,2020-04-17
Wyoming,2020-04-17 23:30:52,305,2,52.69896450854328,NULL,1292.5347920521278,2020-04-17
Alabama,2021-04-18 04:30:57,522131,10790,10648.812965450008,2.0665311961940587,NULL,2021-04-17
Alaska,2021-04-18 04:30:57,65921,334,9011.202318380962,0.5066670711912744,274713.24388793577,2021-04-17
American Samoa,2021-04-18 04:30:57,0,0,0.0,NULL,3846.084721698028,2021-04-17
Arizona,2021-04-18 04:30:57,853050,17151,11719.78523138075,2.0105503780552136,122089.08520553829,2021-04-17
Arkansas,2021-04-18 04:30:57,333407,5693,11048.000466564428,1.707522637497113,96862.02284840235,2021-04-17
California,2021-04-18 07:30:46,3778109,60034,9566.480225625372,1.5823842193861313,144838.24916659333,2021-04-17
Colorado,2021-04-18 04:30:57,505072,6341,8491.932951953346,1.2653672182369926,129133.33759352748,2021-04-17
Connecticut,2021-04-18 04:30:57,329062,7995,9229.607602417422,2.429633321380165,215891.9604508697,2021-04-17
Delaware,2021-04-18 04:30:57,100777,1602,10349.222193467822,1.5896484316858013,1.735117543881269e-05,2021-04-17
Diamond Princess,2021-04-18 04:30:57,49,0,NULL,0.0,NULL,2021-04-17
District of Columbia,2021-04-18 04:30:57,46579,1095,6599.938505049246,2.350844801305309,203867.6639995239,2021-04-17
Florida,2021-04-18 04:30:57,2162067,34404,10066.549376221526,1.591255035112233,125568.93214587738,2021-04-17
Georgia,2021-04-18 04:30:57,1083300,19757,10203.040794362249,1.8237791932059448,76045.37372204161,2021-04-17
Grand Princess,2021-04-18 04:30:57,103,3,NULL,2.912621359223301,NULL,2021-04-17
Guam,2021-04-18 04:30:57,7865,136,4789.044565819679,1.7291799109980928,83340.33575068957,2021-04-17
Hawaii,2021-04-18 04:30:57,32647,474,2305.787528816164,1.4518945079180323,96139.26965149392,2021-04-17
Idaho,2021-04-18 04:30:57,184769,2017,10339.243396295042,1.091633336761037,38810.73156264601,2021-04-17
Illinois,2021-04-18 04:30:57,1299575,23945,10255.629400068072,1.8425254410095608,170228.28052889954,2021-04-17
Indiana,2021-04-18 04:30:57,707111,13216,10503.386773365512,1.869013492931096,1.3993610427705932e-05,2021-04-17
Iowa,2021-04-18 04:30:57,359765,5881,11402.75810045419,1.6346781927091296,44448.58592677816,2021-04-17
Kansas,2021-04-18 04:30:57,307025,4947,10551.79771215873,1.6092671930047135,46303.28210416042,2021-04-17
Kentucky,2021-04-18 04:30:57,437037,6330,9782.206531230016,1.448389953253386,99901.96238623552,2021-04-17
Louisiana,2021-04-18 04:30:57,451955,10282,9721.983809134152,2.2750052549479483,134823.54778465125,2021-04-17
Maine,2021-04-18 04:30:57,56939,764,4235.864580884563,1.3417868244963909,144750.3072432027,2021-04-17
Maryland,2021-04-18 04:30:57,434859,8545,7192.888144923317,1.96500474866566,1.539336187161742e-05,2021-04-17
Massachusetts,2021-04-18 04:30:57,671250,14010,9738.842333474502,2.6003724394785848,2.9528074198879567e-05,2021-04-17
Michigan,2021-04-18 04:30:57,873700,17934,8748.498151120017,2.0526496509099235,1.231474026312783e-05,2021-04-17
Minnesota,2021-04-18 04:30:57,554536,7083,9832.840156946411,1.277284071728436,144442.49199238533,2021-04-17
Mississippi,2021-04-18 04:30:57,309029,7153,10383.519104722243,2.314669497037495,62464.00969843916,2021-04-17
Missouri,2021-04-18 04:30:57,583562,9009,9508.2500356827,1.5437948324256892,83261.63663345622,2021-04-17
Montana,2021-04-18 04:30:57,107089,1545,10019.760885796675,1.4427252098721624,118693.21786189462,2021-04-17
Nebraska,2021-04-18 04:30:57,216297,2213,11181.56045673922,1.0231302329667078,141674.6622222406,2021-04-17
Nevada,2021-04-18 04:30:57,310235,5365,10072.054792030014,1.7293342143858688,100259.66217295488,2021-04-17
New Hampshire,2021-04-18 04:30:57,91279,1266,6713.11771398481,1.3869564741068592,131875.5970937942,2021-04-17
New Jersey,2021-04-18 04:30:57,975704,25134,10984.948531837306,2.5759861597369693,145571.84658288106,2021-04-17
New Mexico,2021-04-18 04:30:57,194868,4001,9293.461698593448,2.053184719912967,149996.73316231318,2021-04-17
New York,2021-04-18 04:30:57,1993271,51337,10246.304005729336,2.575515321298509,250427.45644357865,2021-04-17
North Carolina,2021-04-18 04:30:57,943693,12387,8997.763557195003,1.3126090794357912,1.132232064502916e-05,2021-04-17
North Dakota,2021-04-18 04:30:57,105544,1510,13869.73763289601,1.4286254919769903,196412.3653980909,2021-04-17
Northern Mariana Islands,2021-04-18 04:30:57,162,2,293.7762947918178,1.2345679012345678,31811.25779776585,2021-04-17
Ohio,2021-04-18 04:30:57,1052099,19578,9000.684398285583,1.8611366420840625,1.2390927445226749e-05,2021-04-17
Oklahoma,2021-04-18 04:30:57,444863,6697,11242.513528656136,1.5054072826915252,98845.85962343418,2021-04-17
Oregon,2021-04-18 04:30:57,174501,2460,4137.313445575198,1.4097340416387298,105086.99333315472,2021-04-17
Pennsylvania,2021-04-18 04:30:57,1114883,25666,8708.670191795978,2.302124976342809,96985.60122181014,2021-04-17
Puerto Rico,2021-04-18 04:30:57,121701,2200,3810.665642982703,1.807709057444064,61769.22397699968,2021-04-17
Rhode Island,2021-04-18 04:30:57,144149,2647,13607.165074039916,1.8362943898327424,359363.99395484634,2021-04-17
South Carolina,2021-04-18 04:30:57,568258,9321,11036.89193068405,1.6402760717842952,114855.2240423531,2021-04-17
South Dakota,2021-04-18 04:30:57,121056,1953,13683.916627762788,1.6133029341792229,8.61826986443364e-06,2021-04-17
Tennessee,2021-04-18 04:30:57,828296,11999,12136.25542415525,1.451123664645285,109027.6657176988,2021-04-17
Texas,2021-04-18 04:30:57,2889431,49515,9956.483129448628,1.7167480091583909,76469.19229665758,2021-04-17
Utah,2021-04-18 04:30:57,392509,2164,12243.111107506713,0.5513249377721275,99616.40171206236,2021-04-17
Vermont,2021-04-18 04:30:57,21869,242,3504.709217630439,1.1065892359047054,235621.3010165243,2021-04-17
Virgin Islands,2021-04-18 04:30:57,3028,26,2822.836260580975,0.8586525759577279,86279.22586419062,2021-04-17
Virginia,2021-04-18 04:30:57,644828,10564,7554.643133006909,1.638266328385244,79532.52754753402,2021-04-17
Washington,2021-04-18 04:30:57,385549,5380,5063.091497149074,1.3954127750298924,81866.57383104398,2021-04-17
West Virginia,2021-04-18 04:30:57,148517,2780,8287.099216749519,1.8718395873873024,146405.40089624346,2021-04-17
Wisconsin,2021-04-18 04:30:57,650949,7422,11180.015093344124,1.1401814888724002,1.373583968491528e-05,2021-04-17
Wyoming,2021-04-18 04:30:57,57267,703,9894.792132822124,1.2275830757678945,122399.1333180132,2021-04-17
Alabama,2022-04-18 04:32:51,1297869,19502,26469.91700292769,1.5026169821453474,NULL,2022-04-17
Alaska,2022-04-18 04:32:51,249978,1235,34171.24032014435,0.4940434758258727,NULL,2022-04-17
American Samoa,2022-04-18 04:32:51,5536,18,9949.497672579571,0.3251445086705202,NULL,2022-04-17
Arizona,2022-04-18 04:32:51,2016797,29823,27708.13867334037,1.4787308787151112,262106.3712189937,2022-04-17
Arkansas,2022-04-18 04:32:51,834231,11348,27643.64418630236,1.3602946905593294,168928.26704451314,2022-04-17
California,2022-04-18 04:32:51,9155569,89497,23177.01790658552,0.979170113199141,400361.495732599,2022-04-17
Colorado,2022-04-18 04:32:51,1428554,12501,23707.12948119171,0.8806568265736714,299060.2798947547,2022-04-17
Connecticut,2022-04-18 04:32:51,745652,10813,20914.220930881584,1.4501402799161005,387247.3660605725,2022-04-17
Delaware,2022-04-18 04:32:51,260041,2894,26704.725169548263,1.1129014270826525,3.3435226605214405e-05,2022-04-17
Diamond Princess,2022-04-18 04:32:51,49,0,NULL,0.0,NULL,2022-04-17
District of Columbia,2022-04-18 04:32:51,139772,1333,19804.774785369867,0.9536960192313196,NULL,2022-04-17
Florida,2022-04-18 04:32:51,5906352,73689,27499.8804576106,1.247622898195028,263029.43834352755,2022-04-17
Georgia,2022-04-18 04:32:51,2506634,37523,23608.68545973915,1.4969476995843831,166681.6703073806,2022-04-17
Grand Princess,2022-04-18 04:32:51,103,3,NULL,2.912621359223301,NULL,2022-04-17
Guam,2022-04-18 04:32:51,47738,354,29067.94780458993,0.741547614060078,232537.4933781488,2022-04-17
Hawaii,2022-04-18 04:32:51,243299,1390,17183.686095918274,0.5713134866974381,264192.0314830719,2022-04-17
Idaho,2022-04-18 04:32:51,445040,4913,24903.403065920946,1.1039457127449217,68053.54030211548,2022-04-17
Illinois,2022-04-18 04:32:51,3094495,37815,24420.20764024365,1.1615179908773188,NULL,2022-04-17
Indiana,2022-04-18 04:32:51,1693565,23509,25156.11865864732,1.3881368592289047,2.880512502638432e-05,2022-04-17
Iowa,2022-04-18 04:32:51,760781,9475,24112.96738265712,1.2454306824171475,NULL,2022-04-17
Kansas,2022-04-18 04:32:51,772487,8524,26487.0865275765,1.1016624074064474,NULL,2022-04-17
Kentucky,2022-04-18 04:32:51,1322124,15274,29593.123758162244,1.1552622900726406,NULL,2022-04-17
Louisiana,2022-04-18 04:32:51,1234650,17194,25175.60468370937,1.4691181019206023,285717.90877375944,2022-04-17
Maine,2022-04-18 04:32:51,240086,2276,17860.724350028122,0.947993635613905,305026.5880679536,2022-04-17
Maryland,2022-04-18 04:32:51,1019487,14398,16863.06585859655,1.4122789206728483,3.292252484418626e-05,2022-04-17
Massachusetts,2022-04-18 04:32:51,1724369,20176,25018.03771431075,1.1700511897395511,6.248550490293585e-05,2022-04-17
Michigan,2022-04-18 04:32:51,2400990,35857,24041.49774048032,1.4934256285948713,2.3717738223346944e-05,2022-04-17
Minnesota,2022-04-18 04:32:51,1437638,12714,25491.69874913824,0.8843672746546767,NULL,2022-04-17
Mississippi,2022-04-18 04:32:51,796348,12422,26757.665694829127,1.5598708102487857,NULL,2022-04-17
Missouri,2022-04-18 04:32:51,1423564,20406,23114.14488284017,1.4233611116202152,160543.37419518403,2022-04-17
Montana,2022-04-18 04:32:51,273114,3260,25553.85683462796,1.1936407507487716,263273.7575062361,2022-04-17
Nebraska,2022-04-18 04:32:51,478480,4191,24735.216148816588,0.8758986791506437,281132.2120255913,2022-04-17
Nevada,2022-04-18 04:32:51,715498,10501,23022.21056336108,1.4808495036101084,NULL,2022-04-17
New Hampshire,2022-04-18 04:32:51,305411,2464,22461.464237621083,0.8067816810789395,272716.4816641184,2022-04-17
New Jersey,2022-04-18 04:32:51,2229976,33336,25106.15062276308,1.4949039810293925,201050.0563487158,2022-04-17
New Mexico,2022-04-18 04:32:51,519833,7410,24791.38737588997,1.4254577912521906,328834.20631820714,2022-04-17
New York,2022-04-18 04:32:51,5074112,68114,26083.203995402186,1.3423826671543708,547255.5333185529,2022-04-17
North Carolina,2022-04-18 04:32:51,2639241,23334,25164.18632802712,0.8841178202369545,2.554154314553545e-05,2022-04-17
North Dakota,2022-04-18 04:32:51,240172,2257,31543.62768383675,0.9389222154737044,NULL,2022-04-17
Northern Mariana Islands,2022-04-18 04:32:51,11203,34,20315.90018859713,0.3034901365705614,NULL,2022-04-17
Ohio,2022-04-18 04:32:51,2681437,38582,22939.63607121164,1.4270706341413204,2.594338058533164e-05,2022-04-17
Oklahoma,2022-04-18 04:32:51,1037729,15736,26225.33751195043,1.5163881899802356,NULL,2022-04-17
Oregon,2022-04-18 04:32:51,709586,7443,16823.85601567855,1.048921483794776,260596.0494928916,2022-04-17
Pennsylvania,2022-04-18 04:32:51,2797607,44488,21852.908950320143,1.590216209782146,196506.0507394593,2022-04-17
Puerto Rico,2022-04-18 04:32:51,496141,4185,15535.019948686382,0.8435102118147865,124755.15813349682,2022-04-17
Rhode Island,2022-04-18 04:32:51,365880,3527,34537.80156150736,0.9639772603039248,728371.6315779041,2022-04-17
South Carolina,2022-04-18 04:32:51,1470597,17698,28562.413837707823,1.2034568273973087,249053.9967844397,2022-04-17
South Dakota,2022-04-18 04:32:51,237370,2898,26831.807510012328,1.2208787968150987,1.4751842235256748e-05,2022-04-17
Tennessee,2022-04-18 04:32:51,2023111,26094,29648.13899894775,1.2895097255278871,187810.19490790548,2022-04-17
Texas,2022-04-18 04:32:51,6768148,87639,23399.9511861702,1.2941593999253058,165523.19965722028,2022-04-17
Utah,2022-04-18 04:32:51,929361,4736,28988.558178241885,0.5095974545951466,187253.7631497356,2022-04-17
Vermont,2022-04-18 04:32:51,119613,623,19169.08791661392,0.5208463962947172,564505.7845570996,2022-04-17
Virgin Islands,2022-04-18 04:32:51,15882,111,14805.906700973264,0.6989044200982244,330897.3785285453,2022-04-17
Virginia,2022-04-18 04:32:51,1683267,20022,19720.73402917854,1.189472614861457,155905.70415226067,2022-04-17
Washington,2022-04-18 04:32:51,1474548,12619,19364.00156903058,0.8557876718831805,NULL,2022-04-17
West Virginia,2022-04-18 04:32:51,498890,6794,27837.56020013984,1.3618232476096934,339991.2507177145,2022-04-17
Wisconsin,2022-04-18 04:32:51,1594940,14390,27393.01123894233,0.9022282969892284,2.732930248758509e-05,2022-04-17
Wyoming,2022-04-18 04:32:51,156258,1801,26998.802610412968,1.152580987853422,241731.3596851193,2022-04-17
